ASIN,Price,Title,Stars,Ratings,Manufacturer,Link,Description,Features
B09SWV4NB8,851,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops,3.6,3,,https://amazon.com/dp/B09SWV4NB8,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops
B098QFF5TJ,"1,171",Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,4.2,477,Wesley,https://amazon.com/dp/B098QFF5TJ,Laptop backpack,Laptop bag fits upto 17.3 inch laptop
B08WQ668WJ,726,ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,3.8,409,Atulitu Agency,https://amazon.com/dp/B08WQ668WJ,"A super-slim design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.Product Description","DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school, College and other outdoor activities,COMFORTABLE DESIGN: Our backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear,Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.,Size:18*13*9 inch(L*W*H), Capacity: 36L which is bigger than others of the same style. Good size for Business, College, camping, travel, shopping, hiking, climbing, Stylish backpack for men and women.,This soft Zipline backpack is classic, nice & modern look and feel, back pack shows your outstanding temperament"
B09X33JVQ7,549,Sketchfab 35 L Casual Waterproof Laptop Bag Grey Laptop/College/School/Office Travel Backpack Unisex Women Men Boys Girls Children Daypack Book Sports Weekend Lightweight Bags for Stylish and Office - Grey,3.6,45,,https://amazon.com/dp/B09X33JVQ7,"Product features 3 main zippered compartments, one well-padded laptop partition, 2 water bottle umbrella pockets and Organizer Pockets inside. Suitable for casual usage, school / college / office n travel .Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.","Imported Premium Waterproof Canvas, Sturdy, heavy duty construction in thick fabric,Water Repellant: Yes; Laptop Compartment: Yes ; Compartments:3 & 2 Side Pockets for water bottle & other accessories. Deep side pockets can hold a 1 litre bottle of water,COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls,,PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 20 cm X 12.5 cm X 7.5 cm BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding,,Color :- Grey Capacity: 35L ,Weight: 0.4kg"
B09VCLQ9H3,745,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex",4.1,220,Fast Travel,https://amazon.com/dp/B09VCLQ9H3,"A Sporty Versatile School Laptop Collage Office Backpack From Fast Travel, Made Of Polyester. It Has a 3 opening Compartment & 2 For quick & easy access to essential While the mesh padding on the back panel will feel comfortable, even on a hot day. Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 20 Cm.","Dimension:33 cms x20 cmsx 46 cms (LxWxh),45 liters,Number of Compartments:4 Laptop Compatibility: Up to 16 Inches,Material:Polyester:Water Resistance Level:Waterproof,Warranty Description: Manufacturer; 1 Year Domestic Warranty,Special Features: LightWeight Strong stitching 2 Bottle Pocket Anti-Thift Backpack With Mesh Padding On Back to Provide Better Back Support"
B09Z2RB128,423,Baggit Women Satchel Handbag (MUSHROOM),4.2,5,,https://amazon.com/dp/B09Z2RB128,"Sling bag Beige exterior 1 main compartment Inner zipper Back zipper Long, adjustable handle, Short comfy handle Zipper closure , Gold finished zipper puller Cruelty-free premium material","Sling bag Beige exterior 1 main compartment Inner zipper Back zipper Long, adjustable handle, Short comfy handle Zipper closure , Gold finished zipper puller Cruelty-free premium material"
B09TPVD964,529,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Teal),4.0,243,ADISA,https://amazon.com/dp/B09TPVD964,"Light weight and spacious laptop backpack with 2 compartments and 1 front easy-access pocket. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.","Material: Water Resistant Light-Weight Polyester,Compartments: 2 with padding,Laptop Size: 15.6 inch and below,Dimensions: LxWxH - 12.5 x 7.5 x 19 inches,Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders"
B08SKGRXXJ,499,Northzone Lightweight School Bags Backpacks for Boys Girls Stylish Men and Women Casual Travel Laptop Bag College Office (Green),3.2,19,,https://amazon.com/dp/B08SKGRXXJ,"NORTHZONE BACKPACK If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.","COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g,HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items,CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use,CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.,HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop."
B012D4QKHW,"1,549",Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),4.4,492,,https://amazon.com/dp/B012D4QKHW,,
B09W2ZX6BS,"1,979","Zouk Unisex Black Lace Laptop Backpacks for Office , College and Travel| Fits upto 15.6 Inch Laptop",,,,https://amazon.com/dp/B09W2ZX6BS,,
B09W33SGW1,"1,979","Zouk Unisex Orange Tidal Wave Laptop Backpacks for Office , College and Travel| Fits upto 15.6 Inch Laptop",5.0,4,,https://amazon.com/dp/B09W33SGW1,,
B09W32H44K,"1,979","Zouk Unisex Green Printed Laptop Backpacks for Office , College and Travel| Fits upto 15.6 Inch Laptop",4.5,2,,https://amazon.com/dp/B09W32H44K,,
B093TCW74C,"3,795","Safari Boombox Backpack with Bluetooth Speakers, Blue",4.3,3,,https://amazon.com/dp/B093TCW74C,,
B07PDYTXD7,349,"The Purple Tree Canvas Tote Bag For Women - 1 Pc , women tote bag , canvas tote bag , printed tote bag , printed canvas tote bag , stylish bags for women TBAG00422",4.3,286,,https://amazon.com/dp/B07PDYTXD7,"Stylish Bags: The Purple Tree presents an affordable range of chic, stylish and classy bags. Perfect Look: Designed for the modern woman, we use a variety of trendy and traditional prints that make you and your bag stand out in the crowd. Colourful: Classic colour combinations as well as mix and match of hip patterns make these bags ideal for any occasion. Occasion: be it work, college,travel, event or a party, there is a perfect bag for everything and everyone. Long Lasting: Comfortable and Spacious, light to hold and long lasting, our line of fashionable sling bags and totes are a must have in any wardrobe Available in beautiful prints, eye catching embroidery and brilliant colours, our bags complement your clothes and accentuate your accessories.Available in beautiful prints, eye catching embroidery and brilliant colours, our bags complement your clothes and accentuate your accessories.","Canvas,Satin,Imported,Printed Canvas tote bag for Women,Outer material: canvas, inner material: Satin,Size- 15x16 inches,Strap type: double handle, closure type: Zipper,1 big compartmnet with 1 inner pocket"
B07NSC4SL5,275,SAFARI 15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB),4.0,"8,984",,https://amazon.com/dp/B07NSC4SL5,,
B088XH1BP7,249,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",4.1,"3,212",,https://amazon.com/dp/B088XH1BP7,,
B08KR4WRM6,712,Lavie Marma zigzag dome Sling for Women,4.1,"2,123",,https://amazon.com/dp/B08KR4WRM6,,
B093DRDJD4,470,Laxella Casual Waterproof Lightweight Laptop Bag/Backpack for Men & Boys /Office School College Teens & Students.(Packof 1),3.4,101,RIDHI CREATION,https://amazon.com/dp/B093DRDJD4,"Light weight and spacious casual backpack with 3 compartments and 1 front easy-access pocket. The back compartment is fully padded for cushioning. The middle compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road. DURABLE AND LIGHT WEIGHT MATERIAL: Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office backpack, college bag, student backpack, school bag and is suitable for all, i.e. adults, teens, boys, girls. LAXELLA & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers. LOTS OF STORAGE SPACE & POCKETS: 3 full sized compartments and 1 easy access pocket. Multiple compartments and Organiser can store lots of stuff, that too in very efficient and organized way.","COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women,SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.,Laptop compatibility: yes, laptop size: 16strap type: adjustable,Warranty type: Manufacturer; one year warranty against all manufacturing defects, workmanship,Anti theft waterproof bag with anti sweat fabric on back and shoulder straps"
B07PS38XSP,249,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,3.6,"6,389",,https://amazon.com/dp/B07PS38XSP,,
B08TT7PXHJ,549,Parvenir Office Laptop Bags Briefcase 39.62cm (15.6 Inch) for Women and Men (Pink) (Parv-108P),5.0,1,,https://amazon.com/dp/B08TT7PXHJ,,"✔Multipurpose storage capacity- these bags comes with more storage zipper compartment to fulfill all your personal items storage as cables, laptops, powerbanks, cell phones, chargers, book/diary etc.,✔Function and Design- Removable and adjustable padding shoulder strap and dual sturdy handles for long time comfortably carrying. Hideable handle strap, when hided easier to slide to your bagpacks.,✔Water Resistance- these shoulder bags comes with resistance polyester nylon lamination fabrics,✔Protection- with this bag be free from worry of water splash or spills(do not use in heavy rain) 360 degree protective shockproof soft lining effective to absorb impact and reduce damages caused by accidental scratches and bumping,✔Professional& Sleek - This bag is one step solution for daily commutation, a tote for college goers, or a shoulder bag for an easy travel for work. Luggage straps allows laptop bag to be fix on Luggage or suitcase. suitable for most popular tablets/Laptop/Notebook/I Pads"
B094GB8VS2,649,"World Speed 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Artificial Leather Handbag,Compatible with laptop MacBook Notebook,for Men/Women",4.2,390,WORLD SPEED,https://amazon.com/dp/B094GB8VS2,"SPACIOUS STORAGE & COMFORTABLE FOR TRAVEL - Fit all your stuff easily! Pockets include the main pocket for books, food, umbrellas, etc. - You have a thick padded pouch for protecting your laptop, special pockets for phones, ID cards, and a unique cool hooking system for all your wires! The sleek design allows easy and comfortable travel while not compromising on space. don't buy those bulky bags that are heavy and have limited space, they will just drag you with them all day. Buy WORLD SPEED","WATER RESISTANCE - The shoulder bag is made of high-quality water resistant polyester fabric with PU coating and equipped with waterproof zipper. It will protect your Notebook PC from dust, scrapes and scratches & spills.,MULTI-COMPARTMENT ORGANIZER - Main compartment includes a 15.6"" padded laptop compartment & a tablet pocket. One zippered front compartment with organizational pockets for pens, keys, cell phone, cables, mouse & other small items.,EASILY CARRYING - Removable & adjustable padding shoulder strap varied from 30 to 52 inches & dual sturdy handles for long time comfortably carrying. A smart choice for school, college, business, travelling & etc.,Multi-Compartment Organizer: The men laptop briefcase includes external 2 pouches & 2 pen slots and inside several slots in front large pocket with Velcro closure under flap over, storage pen holders, documents, binder, power cords, mouse; 1 main zipper Pocket with foam padded sleeve fits most 15 15. 6 inch Laptop notebooks MacBook Ultrabook Chromebook; back invisible zipper pocket for your valuables,Durable Material: This computer laptop bag is made of high quality water resistant durable synthetic nylon fabric polyester with smooth metal zipper and durable metal hook of strap;Stylish and functional,this is a nice gift idea for Mothers day ,Fathers day from daughter son"
B075DZW79N,"22,610","Architecture Urban, Corbusier Backpack",4.2,12,VICTORINOX,https://amazon.com/dp/B075DZW79N,"Architecture urban, Corbusier, grey/brown","Unmatched design and quality. Experience and Swiss tradition.,Capacity: 26.0,Package Weight: 2.16 kilograms,Package Dimensions: 26.8 L x 47.4 H x 34.2 W (centimetres)"
B09SWWXDSD,851,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops,3.6,3,,https://amazon.com/dp/B09SWWXDSD,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops,COSMUS Eternal Laptop Backpack 20 Ltrs Polyester Bags for 15.6-inch Laptops
B09Z2RB128,423,Baggit Women Satchel Handbag (MUSHROOM),4.2,5,,https://amazon.com/dp/B09Z2RB128,"Sling bag Beige exterior 1 main compartment Inner zipper Back zipper Long, adjustable handle, Short comfy handle Zipper closure , Gold finished zipper puller Cruelty-free premium material","Sling bag Beige exterior 1 main compartment Inner zipper Back zipper Long, adjustable handle, Short comfy handle Zipper closure , Gold finished zipper puller Cruelty-free premium material"
B07RC94TG8,822,"POLESTAR Xplore 55 L Hiking/ Trekking/ Camping/ Travelling Rucksack Backpack with rain cover, shoe compartment, water resistant, made with polyester, 1 year warranty",4.1,"10,086",POLE STAR,https://amazon.com/dp/B07RC94TG8,"These rucksacks are lightweight, have a soft and ventilated back panel, and are perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water resistant polyester fabric, provide strengthen and long-lasting performance ; roomy enough for your traveling requirements also having a Rain cover.","** RAIN COVER & WATER PROOF BASE : a rain cover can make hiking in bad weather as enjoyable as hiking in good weather. Thats why we are providing a Free Rain Cover (placed INSIDE the bottom Pocket ) that enhanced the durability by using a Heavy Duty water proof and durable fabric for the base that is good enough for long lasting protection.,** SPACIOUS & ORGANIZED >> Product Dimensions (L x W x H = 62 cm x 36 cm x 24 cm ) Polestar Rucksack lightweight comes with one zippered main compartment having the capacity of approx 55 Ltr, + front long Zippered pocket + Top zipper pocket for easy access things and two side net pockets + a Complementary RAIN COVER in Bottom zip pocket,** SHOE COMPARTMENT: An outside completely separate spacious œSHOE Compartment is provided so that you can access the pair of shoes comfortably without upsetting the other things.,** BREATHABLE MESH SPONGE PADDING : the back panel is sufficiently padded with breathable mesh to make your journey comfortable all day long and provides proper air circulation . Ergonomic S-curved straps help spread the weight around and give arms extra flexibility and movability.,**YOGA MAT HOLDERS: the rucksack has two adjustable straps at the back to place a Yoga Mat or foldable tents that are difficult to adjust inside the backpack and making it Most Suitable for hiking, trekking, overnight trip, camping or biking and for both men and women."
B091SNKKB4,999,70L Travel Backpack Hiking Bag Adventure Camping Trekking Bag Rucksack -70L,4.0,967,AFN FASHION,https://amazon.com/dp/B091SNKKB4,"AFN FASHION is a reliable, convenient and complete multi-pocket pack: a companion for all your short and long range adventures. its super-roomy compartments and many pockets let you organize your gear simply and efficiently. get ready for an adventurous trip by packing your stuff in this 70L Rucksack, unisex backpack from AFN FASHION. this spacious backpack will accommodate all your essentials with ease and so is a must-have. made from polyester, this durable backpack will be a true travel companion.","Multiple pockets with zippered closures hold your belongings securely. Keep your storage organized. Adjustable straps for extra security and flexibility,Adjustable Waist Belt, Extended Shoulder Strap,Bottle Pouch on both sides,Drawstring & Zip Closure,Dimension (HxLxW) -(71x36x22 cm)(28x14x8.5 inch)"
B083N3DCTM,"1,499",HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- All) (Grey & Navy Blue),4.1,"3,212",A. H. Creation,https://amazon.com/dp/B083N3DCTM,"The HEROZ basic backpack ensures complete safety to your 17.3 inch separate laptop compartment with high quality build and wide range of built-in features, With Dual Side Pocket of the bag, featuring a protective padding, you can rest assured that the laptop inside it will be well cushioned from any accidental caused when you bump into any surface. As it is made of nylon, can withstand abrasions and is long lasting. A Front Pocket With An Organizer. It also features Reflector Logo and Reflector patch which is highly useful for motorists, cyclists, walking at night, The inner material is made of polyester. This backpack is also water-resistant.","Material: Nylon, Inner Material: Polyester, Capacity: 45 Liters, Color: Grey & Navy Blue, Special Features: Back Padding, Chest Strap, Earphone Cord Support, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Shoulder Strap,,Water Resistant,Warranty type: Manufacturer, 1 year domestic warranty,For Our Business & Fashionable Style Day Backpack"
B012D4QKHW,"1,549",Wildcraft 44 cms Polyester Black Laptop Bag (8903338054290),4.4,492,,https://amazon.com/dp/B012D4QKHW,,
B07DCSMVMH,724,Cosmus Bristol Elegant Blue Laptop Bag for 13 inches MacBook,4.7,3,,https://amazon.com/dp/B07DCSMVMH,,
B0B1XJWJ37,749,Comfabie 35 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,3.9,32,Pee jay international,https://amazon.com/dp/B0B1XJWJ37,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc","It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc,Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.,This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.,Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away."
B081X69ZL7,799,Afn Fashion 45 Ltrs Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch) Blue,4.0,"1,273",AFN FASHION,https://amazon.com/dp/B081X69ZL7,"AFN FASHION brings a fashionable backpack. This full-featured pack makes space for everything essential with multiple zip pockets on the exterior, plus a ready-to-go interior with padded and other storage solutions.","Material: Water Resistant Imported Light-Weight Polyester,Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo,Compartments: 5 (padded) + 1 front easy-access pocket,Padded back panel and padded shoulder straps"
B08R58K6QX,731,EUME Virgo Polyester 29Ltr Laptop Backpack for Men & Women - Yellow Series,4.2,376,Avon Lifestyle Pvt Ltd,https://amazon.com/dp/B08R58K6QX,Color : Navy Blue Material : Polyester,"Color : Navy Blue,Material : Polyester"
B09W34XKMR,"2,062","Zouk Unisex Pink WavBeach Laptop Backpacks for Office , College and Travel| Fits upto 15.6 Inch Laptop",5.0,3,,https://amazon.com/dp/B09W34XKMR,"Zouk brings to you this 100% PeTA approved Vegan Backpack with a Stylish Pattern. It has sturdy and durable accessories, with multiple zipper compartments, adjustable padded shoulder straps help carry heavy items and provides superior comfort and a padded grab handle on the top, makes it a suitable everyday travel partner. The Backpack contains two main compartments. The spacious front compartment can be used to keep all kinds of daily go-to essentials. It comes with an inside zip slip pocket to keep small belongings safe and handy. The back compartment has an inner padded laptop sleeve that can fit up to a 14-inch Laptop. The front is provided with two easy access zipper pockets. The Backpack also comes with an anti-theft pocket to store your Wallet, Phone, Keys or valuable item.The bag has a padded mesh back for support and a side mesh pocket for storing your Water Bottle or Umbrella.","Material: Vegan Leather, Handicraft Fabric,Ideal For – Everyday use-backpack for Work, College and Travel. Can hold a 14-inch Laptop, 1L Bottle, Tiffin, Stationary, Small Umbrella, and much more.,Compartment: 2 main, with an internal padded sleeve for a laptop| Dimensions: 12.2 x 16 x 5 inches (approx),Water Resistance- It has a water-resistant inner lining for long-lasting durability.,Care Instructions- Wipe with clean, dry cloth"
B09HX43CCL,"1,240",Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre T.Green College Bag,4.2,"1,152",COSMUSBAGS PVT.LTD.,https://amazon.com/dp/B09HX43CCL,"COSMUS Vogue 15.6 inches Business Laptop Backpack is the sleek and lightweight solution for your Laptop Bags needs that's perfectly suited to your daily life.  With its casual, modern design and water-repellent fabric its suits great for both men and women, business professionals and college students alike.  There's plenty of room inside, so just grab and go! dimensions: 18.5 x 13 x 6.5 inches : 47cm x 33cm x 17cm : Capacity 26 Litres  Serve you well as professional office work bag, slim USB charging bagpack, college high school student backpack for boys, girls, teens.","LAPTOP BACKPACK with USB PORT: With built in USB Port, this laptop backpack offers you a more convenient way to charge your phone while on the go. It accommodates laptops up to 15.6 inches. Perfect for daily commuters, college students and office use.,DURABLE DESIGN: This Business Laptop backpack made of water-repellent polyester fabric and streamlined design with a padded interior to protect your laptop,COMFORTABLE FIT: This Minimalist Design Laptop backpack has a padded back panel and fully adjustable shoulder straps making it comfortable for all day use, plus Two quick access front zippered pockets for extra storage. Dimensions: 18.5 x 13 x 6.5 inches. Capacity: 26 Litre,CONVENIENT STORAGE: In addition to the laptop compartment, there are Separate Portable Zippered Pouch for All Small Gadgets, HDD, Power Bank, USB Cables, Power Adapters. Main compartment has organizer section with many to keep your pens, business cards, pendrive and other small items in organised way.,MADE IN INDIA : We Made this Elegant Laptop Bag in Our own Factory located in Mumbai. We offer 1 Year Manufacturer Warranty"
B085WPWY1W,999,CONTACTS 15 inch Everyday Laptop Versatile Backpack with USB Charging Port | Multi functional Bagpack (Grey),3.8,737,"RECREATE ENGINEERING PRODUCTS PVT LTD., 83A, CHOWRINGHEE ROAD, KOLKATA - 700020., MOB - 90739 08504",https://amazon.com/dp/B085WPWY1W,"CONTACTS is a brand dedicated to provide you with latest fashion trends and quality backpack, so that you can enjoy your life more stylish and easier. CONTACTS' Versatile Backpack is an ideal pick for your every penny spent. This Bag lets you carry various office documents and files including a 15 inch Laptop. With fully padded interiors, it gives your Laptop, files and other documents the needed protection from external damages. We have a long experience in what we do - our goal is to combine convenience with style and give you quality product that will offer you with a maximum results.","STRUCTURE: The whole backpack is closed with two magnetic buckles, and the main pocket with laptop compartment inside is double zippers closure, the large capacity of the backpack allows for your many stuff like: Tablet, books, umbrella, wallet and clothes; Two side pockets are designed for your bottle; One front zippered pocket with a smaller one are convenient to get your daily personal things: phone, tissues and changes,DURABLE FABRIC: Made of High quality 600D Nylon Fabric, Contacts Backpack is Lightweight, Scratch-resistant, Anti-tear & Anti Water Splashing.,SPECIAL FUNCTIONS: With External USB charging port & set-in charging cable, Contacts Backpack offer a convenient way for you to charge your electronic device when walking.,APPLICATIONS: This backpack is perfect to be a daypack. Perfect for going to school, work, weekend get-away, biking, camping, gym, travel, etc.,MULTIPLE COMPARTMENTS; Total 6 Compartments to save your belongs well. Backpack strap is well-padded and adjustable to fit your body. Comfort on your back."
B09RQNP9KT,289,Dein Kleider Nylon Sling Cross Body Utility Travel Office Business Messenger one Side Shoulder Bag for Men and Women,4.1,113,,https://amazon.com/dp/B09RQNP9KT,"DEIN KLEIDER   Redefine Your EverydayCarry   The all new Dein Kleider Crossbody Sling Bag is here to make your everyday carry even more stylish and way more convenient.  With an improved new structure, larger main compartment, a front & a back zipper pocket and meshed side net to keep a small water bottle, this crossbody sling can carry all your essentials with ease.   #DeinKleider","PREMIUM QUALITY MATERIAL: This cross body sling is designed with high grade nylon keeping in mind the rough usage of an everyday carry bag. Consisting of premium quality stitching and high grade zippers, this sling ensures long lasting durability & strength. The heavy padding will serve as a cushion for your iPad, laptop, or other accessories, shielding them from possible scrapes and scratches.,ERGONOMIC DESIGN: The all new Dein Kleider Crossbody Sling Bag is here to make your everyday carry even more stylish and way more convenient. With an improved new structure, larger main compartment, a front & a back zipper pocket and meshed side net to keep a small water bottle, this crossbody sling can carry all your essentials with ease.,WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you don’t have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.,CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. It’s an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.,DIMENSION: 10 x 6.7 x 3 inches"
B07DCSMVMH,724,Cosmus Bristol Elegant Blue Laptop Bag for 13 inches MacBook,4.7,3,,https://amazon.com/dp/B07DCSMVMH,,
B098L372Z7,599,"Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Bag for Men Women (22.5cm x 9.5cm x 22.5 cm, Dark Grey)",3.9,618,,https://amazon.com/dp/B098L372Z7,,Imported
B0B1XJWJ37,749,Comfabie 35 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,3.9,32,Pee jay international,https://amazon.com/dp/B0B1XJWJ37,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc","It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc,Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.,This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.,Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away."
